,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,Jurisdiction_from_zoning,County,State_from_zoning,AbbreviatedDistrict_from_zoning,Full District,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK,Full District Name
31,NORTH CAROLINA--CARY--PDD-MAJOR-BEECHTREE/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Beechtree/Mixed Use Overlay,0.19071168387115545,0.0,0.19071168387115545,,,,,Major Planned Development - Beechtree/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
32,NORTH CAROLINA--CARY--PDD-MAJOR-BISHOP'S-GATE,North Carolina,Cary,PDD-Major-Bishop's-Gate,140.46165105359597,0.0,140.46165105359597,Cary,Wake,North Carolina,PDD-Major-Bishop's-Gate,Major Planned Development - Bishop'S Gate,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/4yfatxi50r32gy83gzqg7rx3nfz8xfxe",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/4yfatxi50r32gy83gzqg7rx3nfz8xfxe,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
33,NORTH CAROLINA--CARY--PDD-MAJOR-BLACKHAWK,North Carolina,Cary,PDD-Major-Blackhawk,190.5686071877596,0.0,190.5686071877596,Cary,Wake,North Carolina,PDD-Major-Blackhawk,Major Planned Development - Blackhawk,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/odr5xmieyj2l069ravk523acuvnzp2n3",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/odr5xmieyj2l069ravk523acuvnzp2n3,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
34,NORTH CAROLINA--CARY--PDD-MAJOR-BLACKHAWK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Blackhawk/Mixed Use Overlay,29.190828864527884,0.0,29.190828864527884,,,,,Major Planned Development - Blackhawk/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
35,NORTH CAROLINA--CARY--PDD-MAJOR-CAMERON-POND,North Carolina,Cary,PDD-Major-Cameron-Pond,120.25604643401908,0.0,120.25604643401908,Cary,Wake,North Carolina,PDD-Major-Cameron-Pond,Major Planned Development - Cameron Pond,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/w9rlrnf5b012e758swrt30kcv0wqv58u",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/w9rlrnf5b012e758swrt30kcv0wqv58u,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
36,NORTH CAROLINA--CARY--PDD-MAJOR-CAMERON-POND/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Cameron-Pond/Mixed Use Overlay,25.921177063662732,0.0,25.921177063662732,,,,,Major Planned Development - Cameron Pond/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
37,NORTH CAROLINA--CARY--PDD-MAJOR-CARPENTER-HATCHER,North Carolina,Cary,PDD-Major-Carpenter-Hatcher,4.808981699091066,0.0,4.808981699091066,Cary,Wake,North Carolina,PDD-Major-Carpenter-Hatcher,Major Planned Development - Carpenter/Hatcher,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/gs2j9m0n3jvp0ibhjynu3etehmknfibp",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/gs2j9m0n3jvp0ibhjynu3etehmknfibp,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
38,NORTH CAROLINA--CARY--PDD-MAJOR-CARPENTER-HATCHER/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Carpenter-Hatcher/Mixed Use Overlay,23.522854336529928,0.0,23.522854336529928,,,,,Major Planned Development - Carpenter/Hatcher/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
39,NORTH CAROLINA--CARY--PDD-MAJOR-CARPENTER-VILLAGE,North Carolina,Cary,PDD-Major-Carpenter-Village,218.84685126139618,0.0,218.84685126139618,Cary,Wake,North Carolina,PDD-Major-Carpenter-Village,Major Planned Development - Carpenter Village,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/8tx5fksg39hat8uiiybngqxcrp2uz9py",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/8tx5fksg39hat8uiiybngqxcrp2uz9py,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
40,NORTH CAROLINA--CARY--PDD-MAJOR-CARPENTER-VILLAGE/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Carpenter-Village/Mixed Use Overlay,117.79306318879377,0.0,117.79306318879377,,,,,Major Planned Development - Carpenter Village/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
41,NORTH CAROLINA--CARY--PDD-MAJOR-CARRAMORE,North Carolina,Cary,PDD-Major-Carramore,93.69220411931009,0.0,93.69220411931009,Cary,Wake,North Carolina,PDD-Major-Carramore,Major Planned Development - Carramore,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/zob43fwk04iwawinxpqwd02h84lividn",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/zob43fwk04iwawinxpqwd02h84lividn,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
42,NORTH CAROLINA--CARY--PDD-MAJOR-CARY-PARK,North Carolina,Cary,PDD-Major-Cary-Park,430.16440477467944,0.0,430.16440477467944,Cary,Wake,North Carolina,PDD-Major-Cary-Park,Major Planned Development - Cary Park,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/cqcj2ckvabxmb9xkql0grvrcykndu9yq",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/cqcj2ckvabxmb9xkql0grvrcykndu9yq,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
43,NORTH CAROLINA--CARY--PDD-MAJOR-CARY-PARK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Cary-Park/Mixed Use Overlay,88.43739248504018,0.0,88.43739248504018,,,,,Major Planned Development - Cary Park/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
44,NORTH CAROLINA--CARY--PDD-MAJOR-CARY-POINTE,North Carolina,Cary,PDD-Major-Cary-Pointe,13.961724064485692,0.0,13.961724064485692,Cary,Wake,North Carolina,PDD-Major-Cary-Pointe,Major Planned Development - Cary Pointe,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/3od1rmr0u9tj2a21ikgmqgqc46u8mrib",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/3od1rmr0u9tj2a21ikgmqgqc46u8mrib,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
45,NORTH CAROLINA--CARY--PDD-MAJOR-CARY-POINTE/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Cary-Pointe/Mixed Use Overlay,0.27861240498905643,0.0,0.27861240498905643,,,,,Major Planned Development - Cary Pointe/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
46,NORTH CAROLINA--CARY--PDD-MAJOR-COPPERLEAF/VLCR,North Carolina,Cary,PDD-Major-Copperleaf/VLCR,129.98357426067932,0.0,129.98357426067932,,,,,Major Planned Development - Copperleaf/Conservation Residential - Very Low Density,,,,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",Contextual,Contextual,Contextual,,,,,,,,No,No,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",,Contextual,Contextual,Contextual,,,,,,,,,No,No,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",,Contextual,Contextual,Contextual,,,,,,,,,,,,No,No,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",,Contextual,Contextual,Contextual,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Not Mentioned,N,25.0,,,"Setbacks vary by lot size and other conditions, see Sec 4.4.3.H",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/bt8d9bq1gzdxfo322sw50wz0qalsg5p9,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,,
47,NORTH CAROLINA--CARY--PDD-MAJOR-DELLINGER,North Carolina,Cary,PDD-Major-Dellinger,81.46985811928485,0.0,81.46985811928485,Cary,Wake,North Carolina,PDD-Major-Dellinger,Major Planned Development - Dellinger,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/r2r4mpe8dcw30q0sca6n9t26kdiso3gn",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/r2r4mpe8dcw30q0sca6n9t26kdiso3gn,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
48,NORTH CAROLINA--CARY--PDD-MAJOR-DELLINGER/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Dellinger/Mixed Use Overlay,32.77429392836091,0.0,32.77429392836091,,,,,Major Planned Development - Dellinger/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
49,NORTH CAROLINA--CARY--PDD-MAJOR-DUTCHESS-VILLAGE,North Carolina,Cary,PDD-Major-Dutchess-Village,77.82248020572408,0.0,77.82248020572408,Cary,Wake,North Carolina,PDD-Major-Dutchess-Village,Major Planned Development - Dutchess Village,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/07b668rlvhcdskxb6kl6kbcdig7kmbwl",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/07b668rlvhcdskxb6kl6kbcdig7kmbwl,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
50,NORTH CAROLINA--CARY--PDD-MAJOR-DUTCHESS-VILLAGE/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Dutchess-Village/Mixed Use Overlay,0.04130587180419749,0.0,0.04130587180419749,,,,,Major Planned Development - Dutchess Village/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
51,NORTH CAROLINA--CARY--PDD-MAJOR-EDGEHILL-FARMS,North Carolina,Cary,PDD-Major-Edgehill-Farms,46.99699491932173,0.0,46.99699491932173,Cary,Wake,North Carolina,PDD-Major-Edgehill-Farms,Major Planned Development - Edgehill Farms,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/tsamnonj4hh4c5jbjtl82vcdc42jn5d6",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/tsamnonj4hh4c5jbjtl82vcdc42jn5d6,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
52,NORTH CAROLINA--CARY--PDD-MAJOR-EDGEHILL-FARMS/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Edgehill-Farms/Mixed Use Overlay,0.04330437925260735,0.0,0.04330437925260735,,,,,Major Planned Development - Edgehill Farms/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
53,NORTH CAROLINA--CARY--PDD-MAJOR-FRANKS-FARM,North Carolina,Cary,PDD-Major-Franks-Farm,0.04865838565790825,0.0,0.04865838565790825,Cary,Wake,North Carolina,PDD-Major-Franks-Farm,Major Planned Development - Franks Farm,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/o21cqbfrrfggabykzo81yjoaucrns748",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/o21cqbfrrfggabykzo81yjoaucrns748,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
54,NORTH CAROLINA--CARY--PDD-MAJOR-FRANKS-FARM/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Franks-Farm/Mixed Use Overlay,48.75658293138125,0.0,48.75658293138125,,,,,Major Planned Development - Franks Farm/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
55,NORTH CAROLINA--CARY--PDD-MAJOR-FRYAR,North Carolina,Cary,PDD-Major-Fryar,92.62412634634055,0.0,92.62412634634055,Cary,Wake,North Carolina,PDD-Major-Fryar,Major Planned Development - Fryar,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/xn9fer04r460mhxff8dsph31ndk09xxf",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/xn9fer04r460mhxff8dsph31ndk09xxf,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
